Timestamp,ax,ay,az,gx,gy,gz
1764393986310,0.4032,4.5111,7.9214,-0.219,0.0183,-0.0405
1764393986320,0.4032,4.5111,7.9214,-0.1691,-0.3183,0.137
1764393986330,0.6365,4.2766,8.6058,-0.1691,-0.3183,0.137
1764393986340,0.6365,4.2766,8.6058,0.1446,-0.7372,0.2173
1764393986350,1.608,4.5751,9.7783,0.1446,-0.7372,0.2173
1764393986360,1.608,4.5751,9.7783,0.1446,-0.7372,0.2173
1764393986370,2.2953,4.8162,10.94,0.6862,-1.1619,0.0893
1764393986380,2.2953,4.8162,10.94,0.6862,-1.1619,0.0893
1764393986390,2.3007,4.8957,9.9769,1.1596,-0.9804,-0.0634
1764393986400,2.3007,4.8957,9.9769,1.1596,-0.9804,-0.0634
1764393986410,2.3007,4.8957,9.9769,1.0337,-0.1698,-0.0617
1764393986420,6.2662,5.9964,8.2804,1.0337,-0.1698,-0.0617
1764393986430,6.2662,5.9964,8.2804,-0.2434,1.3271,-0.4082
1764393986440,1.1324,7.0558,5.875,-0.2434,1.3271,-0.4082
1764393986450,1.1324,7.0558,5.875,-0.6755,0.6229,-0.5789
1764393986460,-1.0941,3.6676,9.8142,-0.6755,0.6229,-0.5789
1764393986470,-1.0941,3.6676,9.8142,-0.6755,0.6229,-0.5789
1764393986480,-1.0941,3.6676,9.8142,0.0412,0.2569,0.1541
1764393986490,-1.0941,3.6676,9.8142,0.0412,0.2569,0.1541
