Timestamp,ax,ay,az,gx,gy,gz
1764388676020,8.7099,1.4261,3.1232,0.5591,-0.5748,-0.8567
1764388676030,8.7099,1.4261,3.1232,0.5591,-0.5748,-0.8567
1764388676040,8.7099,1.4261,3.1232,0.7912,-0.8893,-0.8683
1764388676050,7.4512,1.6857,2.9366,0.7912,-0.8893,-0.8683
1764388676060,7.4512,1.6857,2.9366,1.1258,-1.4105,-0.6388
1764388676070,9.0814,2.208,2.1075,1.1258,-1.4105,-0.6388
1764388676080,9.0814,2.208,2.1075,1.2347,-1.9913,-0.6894
1764388676090,11.0662,3.2937,2.3833,1.2347,-1.9913,-0.6894
1764388676100,11.0662,3.2937,2.3833,1.4074,-2.4789,-1.1104
1764388676110,12.2692,3.7837,2.2397,1.4074,-2.4789,-1.1104
1764388676120,12.2692,3.7837,2.2397,1.5128,-2.6608,-1.6751
1764388676130,12.2004,3.7932,1.3131,1.5128,-2.6608,-1.6751
1764388676140,12.2004,3.7932,1.3131,1.3873,-2.6768,-2.1212
1764388676150,10.9866,3.5767,1.0014,1.3873,-2.6768,-2.1212
1764388676160,10.9866,3.5767,1.0014,1.3873,-2.6768,-2.1212
1764388676170,10.9866,3.5767,1.0014,1.3511,-2.7174,-2.3288
1764388676180,10.9561,4.1671,0.2124,1.3511,-2.7174,-2.3288
1764388676190,10.9561,4.1671,0.2124,1.45,-3.0048,-2.671
1764388676200,11.7135,5.0518,-0.8088,1.45,-3.0048,-2.671
1764388676210,11.7135,5.0518,-0.8088,1.83,-3.966,-3.2863
1764388676220,10.9466,5.0411,-0.3314,1.83,-3.966,-3.2863
1764388676230,10.9466,5.0411,-0.3314,2.3382,-4.6803,-3.7907
1764388676240,8.1739,4.2078,0.1801,2.3382,-4.6803,-3.7907
1764388676250,8.1739,4.2078,0.1801,2.5504,-4.4706,-3.7785
1764388676260,5.4861,3.8321,-0.5234,2.5504,-4.4706,-3.7785
1764388676270,5.4861,3.8321,-0.5234,2.5175,-3.8704,-3.4601
1764388676280,4.2832,4.057,-2.9354,2.5175,-3.8704,-3.4601
1764388676290,4.2832,4.057,-2.9354,2.5175,-3.8704,-3.4601
1764388676300,4.2832,4.057,-2.9354,2.2087,-3.4178,-3.1279
1764388676310,3.1621,4.3041,-5.0124,2.2087,-3.4178,-3.1279
1764388676320,3.1621,4.3041,-5.0124,1.611,-3.0794,-2.7683
1764388676330,1.5709,4.1934,-5.2798,1.611,-3.0794,-2.7683
1764388676340,1.5709,4.1934,-5.2798,1.005,-2.6143,-2.2735
1764388676350,-0.0796,3.6957,-4.7629,1.005,-2.6143,-2.2735
1764388676360,-0.0796,3.6957,-4.7629,0.3534,-1.8105,-1.6678
1764388676370,-1.005,3.186,-4.6337,0.3534,-1.8105,-1.6678
1764388676380,-1.005,3.186,-4.6337,-0.3671,-0.8595,-1.0718
1764388676390,-1.9633,2.4036,-4.0762,-0.3671,-0.8595,-1.0718
1764388676400,-1.9633,2.4036,-4.0762,-1.0113,0.0185,-0.4201
1764388676410,-3.3817,2.2074,-2.7984,-1.0113,0.0185,-0.4201
1764388676420,-3.3817,2.2074,-2.7984,-1.4899,1.0411,0.407
1764388676430,-6.1926,1.5876,-1.6415,-1.4899,1.0411,0.407
1764388676440,-6.1926,1.5876,-1.6415,-1.4899,1.0411,0.407
1764388676450,-6.1926,1.5876,-1.6415,-2.3996,3.2125,1.9395
1764388676460,-8.9031,0.4995,-1.809,-2.3996,3.2125,1.9395
1764388676470,-8.9031,0.4995,-1.809,-4.4395,6.6096,4.3112
1764388676480,-8.4209,-1.9591,-0.8154,-4.4395,6.6096,4.3112
1764388676490,-8.4209,-1.9591,-0.8154,-7.4434,10.2749,7.0924
1764388676500,-4.4459,-6.1436,2.7458,-7.4434,10.2749,7.0924
1764388676510,-4.4459,-6.1436,2.7458,-10.941,13.6033,9.4172
1764388676520,0.7238,-12.0395,7.7175,-10.941,13.6033,9.4172
