Timestamp,ax,ay,az,gx,gy,gz
1764311155570,3.8979,2.6632,8.7936,-0.0339,-0.1038,-0.0437
1764311155580,3.5892,2.5531,8.93,0.024,-0.1662,-0.017
1764311155590,3.5055,2.5101,8.9348,0.0698,-0.2465,0.0188
1764311155600,3.661,2.613,8.9396,0.1232,-0.4355,0.0501
1764311155610,3.9601,2.5364,9.2195,0.1764,-0.7037,0.0457
1764311155620,4.1037,2.5364,9.6838,0.2859,-0.9923,0.0383
1764311155630,4.2808,2.7637,9.789,0.4158,-1.0489,0.0255
1764311155640,4.2449,2.857,9.6024,0.5287,-1.0043,0.0125
1764311155650,4.4076,2.9551,9.2028,0.6405,-1.0012,0.0195
1764311155660,4.7067,2.9073,8.3342,0.7207,-1.0328,0.0237
1764311155670,4.8479,3.0772,7.858,0.7179,-1.0779,0.0415
1764311155680,5.0584,3.4241,6.2524,0.6104,-0.6032,0.0823
1764311155690,6.0371,3.7448,5.403,0.3919,0.0098,0.1135
1764311155700,7.6164,4.477,3.1801,-0.0223,1.0866,0.0218
1764311155710,4.0678,4.4339,2.0243,-0.5701,1.2109,-0.314
1764311155720,2.9432,2.4694,5.9103,-1.2553,0.2897,-0.6138
1764311155730,3.6969,2.0889,11.0142,-1.3195,0.0321,-0.3114
1764311155740,4.5559,2.7805,13.3615,-0.9381,0.4146,0.0081
1764311155750,5.8146,2.8594,10.5978,-0.1738,0.7828,0.1208
1764311155760,5.7212,2.3163,8.5711,0.0115,0.6174,-0.0693
1764311155770,4.5679,2.3952,8.4634,-0.0461,0.2338,-0.2317
1764311155780,3.3787,2.68,9.3512,-0.058,0.0131,-0.2437
