Timestamp,ax,ay,az,gx,gy,gz
1764393865390,1.1276,5.5304,7.4608,-0.2805,0.3786,-0.0644
1764393865400,1.1276,5.5304,7.4608,-0.5289,0.6376,-0.0049
1764393865410,0.0796,5.1476,7.0014,-0.5289,0.6376,-0.0049
1764393865420,0.0796,5.1476,7.0014,-0.6038,0.2538,0.1694
1764393865430,0.7573,4.9053,8.6429,-0.6038,0.2538,0.1694
1764393865440,0.7573,4.9053,8.6429,-0.6038,0.2538,0.1694
1764393865450,0.8662,5.0022,10.1743,0.0664,-0.5774,0.1005
1764393865460,0.8662,5.0022,10.1743,0.0664,-0.5774,0.1005
1764393865470,1.1856,4.8927,9.1723,1.0689,-1.4471,0.0892
1764393865480,1.1856,4.8927,9.1723,1.0689,-1.4471,0.0892
1764393865490,5.3904,6.2758,6.7729,1.3169,-1.1967,0.1689
1764393865500,5.3904,6.2758,6.7729,1.3169,-1.1967,0.1689
1764393865510,5.3904,6.2758,6.7729,0.0927,-0.5907,-0.3125
1764393865520,0.5007,7.0511,7.054,0.0927,-0.5907,-0.3125
1764393865530,0.5007,7.0511,7.054,-0.1917,-0.6665,-0.354
1764393865540,0.1149,4.2604,10.8999,-0.1917,-0.6665,-0.354
1764393865550,0.1149,4.2604,10.8999,-0.0773,0.5331,0.1718
