Timestamp,ax,ay,az,gx,gy,gz
1764311622900,2.3498,5.1541,6.5803,-0.2297,0.4001,0.1231
1764311622910,2.3498,5.1541,6.5803,-0.2297,0.4001,0.1231
1764311622920,3.0915,4.9244,4.5846,-1.0328,1.0058,0.08
1764311622930,3.0915,4.9244,4.5846,-1.0328,1.0058,0.08
1764311622940,3.7137,4.4698,6.5874,-1.7709,0.9299,-0.0692
1764311622950,3.7137,4.4698,6.5874,-1.7709,0.9299,-0.0692
1764311622960,4.8742,4.9244,14.1631,-0.6542,0.1558,-0.1759
1764311622970,4.8742,4.9244,14.1631,-0.6542,0.1558,-0.1759
1764311622980,3.3236,3.7519,11.6602,0.1773,-0.1329,-0.5634
1764311622990,3.3236,3.7519,11.6602,0.1773,-0.1329,-0.5634
1764311623000,0.3757,3.2542,10.1504,0.7257,-0.3526,-0.3908
1764311623010,0.3757,3.2542,10.1504,0.7257,-0.3526,-0.3908
1764311623020,0.0981,3.1825,8.8104,0.8431,-0.688,-0.0009
1764311623030,0.0981,3.1825,8.8104,0.8431,-0.688,-0.0009
1764311623040,1.6223,4.1109,7.4608,0.7143,-0.5563,0.2599
1764311623050,1.6223,4.1109,7.4608,0.7143,-0.5563,0.2599
