Timestamp,ax,ay,az,gx,gy,gz
1764393308020,3.0694,2.0309,8.7733,-0.2202,1.4849,-0.1643
1764393308030,1.9107,1.6702,8.9617,-0.2202,1.4849,-0.1643
1764393308040,1.9107,1.6702,8.9617,-0.3378,1.7408,-0.0744
1764393308050,1.9059,1.3842,8.8696,-0.3378,1.7408,-0.0744
1764393308060,1.9059,1.3842,8.8696,-0.3545,1.6583,0.082
1764393308070,1.9059,1.3842,8.8696,-0.3545,1.6583,0.082
1764393308080,2.0662,1.407,9.4792,-0.3545,1.6583,0.082
1764393308090,2.0662,1.407,9.4792,-0.2217,1.5553,0.1211
1764393308100,1.8173,1.4608,9.1777,-0.2217,1.5553,0.1211
1764393308110,1.8173,1.4608,9.1777,-0.1115,1.2949,0.0788
1764393308120,1.401,1.4088,8.9049,-0.1115,1.2949,0.0788
1764393308130,1.401,1.4088,8.9049,0.0067,0.8751,0.005
1764393308140,1.0493,1.2568,8.8851,0.0067,0.8751,0.005
1764393308150,1.0493,1.2568,8.8851,0.1639,0.5289,-0.035
1764393308160,0.7418,1.2168,8.5531,0.1639,0.5289,-0.035
1764393308170,0.7418,1.2168,8.5531,0.2495,0.3905,0.0012
1764393308180,0.7418,1.2168,8.5531,0.2495,0.3905,0.0012
1764393308190,0.5539,1.1306,7.9125,0.168,0.5142,0.049
1764393308200,0.5539,1.1306,7.9125,0.168,0.5142,0.049
1764393308210,-0.0957,0.7101,6.3793,0.3703,-0.0444,-0.013
1764393308220,-0.0957,0.7101,6.3793,0.3703,-0.0444,-0.013
1764393308230,-4.1761,-0.4774,1.2455,0.3703,-0.0444,-0.013
1764393308240,-4.1761,-0.4774,1.2455,1.9745,-4.7359,-0.1118
1764393308250,-6.4241,-1.3161,-0.4134,1.9745,-4.7359,-0.1118
1764393308260,-6.4241,-1.3161,-0.4134,7.0393,-15.1809,-0.0342
1764393308270,-2.3031,-0.0562,1.3848,7.0393,-15.1809,-0.0342
1764393308280,-2.3031,-0.0562,1.3848,13.7793,-24.8766,-0.3913
1764393308290,1.2317,0.0287,0.2997,13.7793,-24.8766,-0.3913
1764393308300,1.2317,0.0287,0.2997,17.0303,-27.8811,-0.6361
1764393308310,10.465,4.0343,-1.6032,17.0303,-27.8811,-0.6361
1764393308320,10.465,4.0343,-1.6032,15.1601,-23.1302,-2.014
1764393308330,10.465,4.0343,-1.6032,15.1601,-23.1302,-2.014
1764393308340,9.07,3.0401,-0.5898,8.9305,-9.7477,-2.8161
1764393308350,9.07,3.0401,-0.5898,8.9305,-9.7477,-2.8161
1764393308360,-0.5946,-3.6431,-14.3874,8.9305,-9.7477,-2.8161
1764393308370,-0.5946,-3.6431,-14.3874,0.1443,6.3699,-0.553
1764393308380,3.6802,0.2536,-25.3484,0.1443,6.3699,-0.553
1764393308390,3.6802,0.2536,-25.3484,-4.4279,9.9024,1.1215
1764393308400,8.263,4.0409,-16.2987,-4.4279,9.9024,1.1215
1764393308410,8.263,4.0409,-16.2987,-4.6705,7.5043,1.1559
1764393308420,7.8688,5.0794,-7.0923,-4.6705,7.5043,1.1559
1764393308430,7.8688,5.0794,-7.0923,-3.6658,6.7853,1.1819
1764393308440,8.4503,5.5831,-5.5274,-3.6658,6.7853,1.1819
1764393308450,8.4503,5.5831,-5.5274,-3.6675,7.3754,1.5447
1764393308460,12.0185,6.7765,-3.079,-3.6675,7.3754,1.5447
1764393308470,12.0185,6.7765,-3.079,-3.6675,7.3754,1.5447
1764393308480,12.0185,6.7765,-3.079,-4.1835,8.7853,1.5053
1764393308490,13.6935,7.0253,-0.003,-4.663,10.3566,1.1881
1764393308500,13.6935,7.0253,-0.003,-4.663,10.3566,1.1881
1764393308510,11.9821,6.2297,3.7107,-4.663,10.3566,1.1881
1764393308520,11.9821,6.2297,3.7107,-4.8223,11.6675,1.272
1764393308530,11.1027,4.7396,5.8062,-4.8223,11.6675,1.272
1764393308540,11.1027,4.7396,5.8062,-4.4062,12.0394,1.6666
1764393308550,10.9196,5.004,6.1603,-4.4062,12.0394,1.6666
1764393308560,10.9196,5.004,6.1603,-3.6685,10.7337,1.8848
1764393308570,10.6337,4.4441,7.1719,-3.6685,10.7337,1.8848
1764393308580,10.6337,4.4441,7.1719,-3.6685,10.7337,1.8848
1764393308590,8.1643,3.8237,7.1833,-3.6685,10.7337,1.8848
