Timestamp,ax,ay,az,gx,gy,gz
1764312801000,2.5077,1.876,10.1264,0.5516,-0.6019,-0.2311
1764312801010,1.8903,1.7611,9.8393,0.5809,-0.5655,-0.2718
1764312801020,1.2778,1.8951,9.7196,0.6049,-0.6055,-0.2735
1764312801030,0.7513,1.8497,9.411,0.7329,-0.8181,-0.0542
1764312801040,1.0122,1.7587,9.3081,0.8129,-1.0391,0.1191
1764312801050,1.395,1.7037,9.2674,0.8723,-1.222,0.2066
1764312801060,1.8568,1.8425,9.3583,0.9542,-1.4065,0.2628
1764312801070,2.3498,2.2445,9.4181,1.0776,-1.5991,0.2902
1764312801080,2.6058,2.4144,9.387,1.1417,-1.6777,0.2764
1764312801090,3.0389,2.4646,9.1334,1.2624,-1.8879,0.2048
1764312801100,3.0173,2.4407,9.0568,1.3065,-1.9806,0.1735
1764312801110,2.9049,2.4814,8.7482,1.6138,-2.7191,0.0629
1764312801120,2.7637,2.4024,8.8176,1.9067,-3.3162,0.0316
1764312801130,2.6225,2.2923,9.1214,2.292,-3.9294,0.0145
1764312801140,2.4885,2.2253,9.7508,2.7304,-4.4405,0.0658
1764312801150,2.5723,2.3785,10.2963,3.1799,-4.5105,0.2561
1764312801160,2.9049,2.6321,10.3059,3.2872,-4.2166,0.4027
1764312801170,4.9005,4.3238,11.3133,2.9989,-2.5032,0.7359
1764312801180,6.8602,4.3167,9.5785,1.8082,0.6029,0.9152
1764312801190,9.6718,5.9701,7.7551,0.0137,4.7612,0.9691
1764312801200,13.6415,7.8844,3.9314,-2.3097,5.0041,0.7547
1764312801210,16.4626,9.7005,0.7992,-4.4115,5.0041,0.2088
1764312801220,15.6012,9.9565,0.213,-5.0041,5.0041,-1.1674
1764312801230,13.2156,8.7841,1.3304,-5.0041,5.0041,-2.2862
1764312801240,11.2774,6.4702,0.0837,-5.0041,5.0041,-3.1362
1764312801250,4.4674,2.0291,-3.2638,-5.0041,5.0041,-4.0781
1764312801260,-0.8064,-1.2084,-3.9625,-5.0041,5.0041,-4.1818
1764312801270,-6.2333,-3.807,-4.2281,-5.0041,5.0041,-3.9405
1764312801280,-13.1294,-6.518,-5.2881,-5.0041,5.0041,-3.1973
1764312801290,-15.9147,-7.0516,-5.2546,-3.4546,5.0041,-2.5942
