Timestamp,ax,ay,az,gx,gy,gz
1764311492240,1.1456,4.3675,8.4909,0.0057,-0.0133,-0.0293
1764311492250,1.1456,4.3675,8.4909,0.0057,-0.0133,-0.0293
1764311492260,1.1456,4.3675,8.4909,-0.0463,0.2633,0.0973
1764311492270,1.075,4.928,7.0732,-0.0463,0.2633,0.0973
1764311492280,1.075,4.928,7.0732,-0.4687,0.5834,0.2289
1764311492290,1.7515,5.1829,5.8702,-0.4687,0.5834,0.2289
1764311492300,1.7515,5.1829,5.8702,-1.1113,0.6306,0.173
1764311492310,3.8046,5.2594,8.7135,-1.1113,0.6306,0.173
1764311492320,3.8046,5.2594,8.7135,-0.6442,-0.2193,-0.2045
1764311492330,4.7856,5.336,11.9928,-0.6442,-0.2193,-0.2045
1764311492340,4.7856,5.336,11.9928,0.2472,-0.157,-0.7599
1764311492350,1.2365,4.3561,10.3878,0.2472,-0.157,-0.7599
1764311492360,1.2365,4.3561,10.3878,0.2472,-0.157,-0.7599
1764311492370,-0.7053,3.2578,8.7912,0.3905,-0.1538,-0.5464
1764311492380,-0.7053,3.2578,8.7912,0.3905,-0.1538,-0.5464
1764311492390,-0.7053,3.2578,8.7912,0.3905,-0.1538,-0.5464
