Timestamp,ax,ay,az,gx,gy,gz
1764311076060,2.1416,2.4168,8.8128,-0.0052,-0.0832,-0.0127
1764311076070,2.2421,2.6489,9.1573,-0.0423,-0.0958,0.0296
1764311076080,2.4598,2.6058,9.5306,0.0099,-0.1597,0.0706
1764311076090,2.5531,2.4957,9.7268,0.1245,-0.2758,0.0953
1764311076100,2.589,2.455,9.8824,0.2395,-0.3958,0.1106
1764311076110,2.589,2.3856,10.1288,0.4368,-0.613,0.1387
1764311076120,2.6584,2.3737,10.1145,0.5504,-0.7399,0.1587
1764311076130,3.0078,2.4407,10.5069,0.7549,-0.9734,0.162
1764311076140,3.3308,2.5627,10.8299,0.9624,-1.0681,0.1371
1764311076150,3.1418,2.6465,8.1069,1.0124,-0.6603,0.1622
1764311076160,3.4481,3.2782,8.0136,0.786,-0.3873,0.1648
1764311076170,5.1087,3.7113,5.6853,0.3151,0.3451,0.1811
1764311076180,4.721,4.8933,3.0078,-0.5218,0.8303,-0.104
1764311076190,3.3284,4.2042,3.9099,-1.0392,0.5218,-0.5212
1764311076200,1.998,1.9502,7.6259,-1.2793,0.2094,-0.6413
1764311076210,1.5721,2.3833,10.3202,-1.1128,0.3919,-0.2317
1764311076220,2.1966,3.3428,10.4925,-0.925,0.6266,0.0115
1764311076230,3.5868,3.2303,9.9805,-0.6309,0.5081,0.1219
1764311076240,4.1898,2.8044,10.4973,-0.3954,0.2364,0.1058
1764311076250,4.3143,2.6201,10.6241,-0.1765,0.1846,0.0122
