Timestamp,ax,ay,az,gx,gy,gz
1764312199960,-6.4798,-3.2303,-11.263,-0.1784,1.2549,-1.1744
1764312199970,-6.4798,-3.2303,-11.263,-0.1784,1.2549,-1.1744
1764312199980,-6.2453,-2.4957,-9.6287,0.0328,2.1536,-0.4456
1764312199990,-6.2453,-2.4957,-9.6287,0.0328,2.1536,-0.4456
1764312200000,-4.7713,-1.608,-14.1033,0.5724,1.7164,-0.1205
1764312200010,-4.7713,-1.608,-14.1033,0.5724,1.7164,-0.1205
1764312200020,-3.6538,-0.9428,-18.9679,0.436,0.9287,0.1399
1764312200030,-3.6538,-0.9428,-18.9679,0.436,0.9287,0.1399
1764312200040,-1.1031,0.347,-21.3703,-0.9265,1.0705,0.3299
1764312200050,-1.1031,0.347,-21.3703,-0.9265,1.0705,0.3299
1764312200060,0.7609,1.7372,-19.4584,-2.9187,2.3642,0.2929
1764312200070,0.7609,1.7372,-19.4584,-2.9187,2.3642,0.2929
1764312200080,2.1153,3.1322,-16.6086,-4.7392,4.3064,0.1794
1764312200090,2.1153,3.1322,-16.6086,-4.7392,4.3064,0.1794
1764312200100,3.6251,4.2425,-14.7613,-5.0041,5.0041,-0.0386
1764312200110,3.6251,4.2425,-14.7613,-5.0041,5.0041,-0.0386
1764312200120,4.0032,4.8574,-14.0363,-5.0041,5.0041,-0.551
1764312200130,4.0032,4.8574,-14.0363,-5.0041,5.0041,-0.551
1764312200140,2.814,3.9793,-11.677,-5.0041,5.0041,-0.9096
1764312200150,2.814,3.9793,-11.677,-5.0041,5.0041,-0.9096
1764312200160,2.2181,3.3858,-9.2124,-5.0041,5.0041,-1.0704
1764312200170,2.2181,3.3858,-9.2124,-5.0041,5.0041,-1.0704
1764312200180,2.0291,2.8331,-6.1256,-5.0041,5.0041,-1.2669
1764312200190,2.0291,2.8331,-6.1256,-5.0041,5.0041,-1.2669
1764312200200,0.8566,2.534,-1.4548,-5.0041,5.0041,-1.4722
1764312200210,0.8566,2.534,-1.4548,-5.0041,5.0041,-1.4722
1764312200220,-0.0407,2.1081,3.8692,-5.0041,5.0041,-1.447
1764312200230,-0.0407,2.1081,3.8692,-5.0041,5.0041,-1.447
