Timestamp,ax,ay,az,gx,gy,gz
1764312094230,3.1334,5.3264,8.0943,0.0492,0.1316,-0.1962
1764312094240,3.1334,5.3264,8.0943,0.0492,0.1316,-0.1962
1764312094250,0.5886,4.9466,8.0411,0.2427,-0.2653,-0.2556
1764312094260,0.5886,4.9466,8.0411,0.2427,-0.2653,-0.2556
1764312094270,-0.1352,3.7998,7.6343,0.6877,-1.0826,0.2213
1764312094280,-0.1352,3.7998,7.6343,0.6877,-1.0826,0.2213
1764312094290,1.4536,4.0564,8.3492,1.4977,-2.9438,0.5686
1764312094300,1.4536,4.0564,8.3492,1.4977,-2.9438,0.5686
1764312094310,1.4536,4.0564,8.3492,3.2403,-6.0558,0.3842
1764312094320,2.394,4.4728,7.791,3.2403,-6.0558,0.3842
1764312094330,2.394,4.4728,7.791,6.1856,-11.3395,-0.0741
1764312094340,3.6915,5.2911,4.3597,6.1856,-11.3395,-0.0741
1764312094350,3.6915,5.2911,4.3597,9.584,-17.3287,-0.629
1764312094360,5.7129,6.6341,2.2026,9.584,-17.3287,-0.629
1764312094370,5.7129,6.6341,2.2026,9.584,-17.3287,-0.629
1764312094380,6.8387,7.925,0.8118,11.7526,-19.9082,-1.363
1764312094390,6.8387,7.925,0.8118,11.7526,-19.9082,-1.363
1764312094400,2.2762,4.7521,1.2778,11.7688,-18.382,-2.5296
1764312094410,2.2762,4.7521,1.2778,11.7688,-18.382,-2.5296
1764312094420,-4.2957,0.7501,-0.737,9.6637,-12.7657,-2.5386
1764312094430,-4.2957,0.7501,-0.737,9.6637,-12.7657,-2.5386
1764312094440,-4.2957,0.7501,-0.737,4.7702,-2.9037,-1.3254
1764312094450,-4.5302,-0.1609,-11.1446,4.7702,-2.9037,-1.3254
1764312094460,-4.5302,-0.1609,-11.1446,0.1122,3.9838,-0.5383
1764312094470,-2.1452,1.6493,-19.8042,0.1122,3.9838,-0.5383
1764312094480,-2.1452,1.6493,-19.8042,0.1122,3.9838,-0.5383
1764312094490,-3.1519,1.2138,-14.7482,-0.9658,1.8547,-0.6904
1764312094500,-3.1519,1.2138,-14.7482,-0.9658,1.8547,-0.6904
1764312094510,-3.7711,0.1639,-7.6247,0.1107,-1.0,-0.4467
1764312094520,-3.7711,0.1639,-7.6247,0.1107,-1.0,-0.4467
1764312094530,-2.6387,1.2891,-9.1759,0.5663,0.0156,0.0854
1764312094540,-2.6387,1.2891,-9.1759,0.5663,0.0156,0.0854
1764312094550,0.4678,3.0257,-15.0903,-0.3633,2.5348,0.5116
1764312094560,0.4678,3.0257,-15.0903,-0.3633,2.5348,0.5116
1764312094570,0.4678,3.0257,-15.0903,-2.2074,4.7067,0.6558
1764312094580,4.3807,5.2594,-17.2941,-2.2074,4.7067,0.6558
1764312094590,4.3807,5.2594,-17.2941,-4.4818,7.322,0.4197
1764312094600,7.3795,7.319,-15.7191,-4.4818,7.322,0.4197
1764312094610,7.3795,7.319,-15.7191,-6.72,10.6252,-0.0527
1764312094620,8.3587,7.9478,-12.8351,-6.72,10.6252,-0.0527
1764312094630,8.3587,7.9478,-12.8351,-6.72,10.6252,-0.0527
1764312094640,9.0658,8.0524,-10.264,-8.5982,14.0612,-0.5235
1764312094650,9.0658,8.0524,-10.264,-8.5982,14.0612,-0.5235
1764312094660,8.4574,7.349,-6.0203,-9.5222,16.2049,-1.2492
1764312094670,8.4574,7.349,-6.0203,-9.5222,16.2049,-1.2492
1764312094680,6.4116,5.0429,-1.9651,-8.8368,16.253,-1.9775
1764312094690,6.4116,5.0429,-1.9651,-8.8368,16.253,-1.9775
1764312094700,1.7324,2.7482,-0.0018,-6.8996,14.31,-2.2515
1764312094710,1.7324,2.7482,-0.0018,-6.8996,14.31,-2.2515
1764312094720,1.7324,2.7482,-0.0018,-4.3659,10.3679,-1.8621
1764312094730,-2.2504,2.0638,0.1663,-4.3659,10.3679,-1.8621
1764312094740,-2.2504,2.0638,0.1663,-2.051,5.2875,-1.3441
1764312094750,-4.3579,2.1571,-0.4977,-2.051,5.2875,-1.3441
1764312094760,-4.3579,2.1571,-0.4977,-0.6439,0.2845,-0.8819
1764312094770,-3.5474,2.674,2.4341,-0.6439,0.2845,-0.8819
1764312094780,-3.5474,2.674,2.4341,-0.6439,0.2845,-0.8819
1764312094790,-2.0542,2.7135,7.6319,-0.0991,-2.3989,-0.4111
1764312094800,-2.0542,2.7135,7.6319,-0.0991,-2.3989,-0.4111
1764312094810,0.1274,3.8716,11.3007,0.0961,-2.5716,0.0988
1764312094820,0.1274,3.8716,11.3007,0.0961,-2.5716,0.0988
1764312094830,1.7599,5.2247,10.9819,0.0428,-1.1353,0.2702
1764312094840,1.7599,5.2247,10.9819,0.0428,-1.1353,0.2702
1764312094850,1.7599,5.2247,10.9819,-0.08,-0.1011,0.1717
1764312094860,2.2911,6.3188,8.6871,-0.08,-0.1011,0.1717
1764312094870,2.2911,6.3188,8.6871,-0.1297,-0.1768,-0.046
1764312094880,1.9394,6.5533,7.2915,-0.1297,-0.1768,-0.046
1764312094890,1.9394,6.5533,7.2915,-0.2448,-0.5093,-0.1697
1764312094900,3.2273,6.99,7.4638,-0.2448,-0.5093,-0.1697
1764312094910,3.2273,6.99,7.4638,-0.2448,-0.5093,-0.1697
1764312094920,4.6792,6.1669,10.7868,-0.6817,-0.343,-0.5224
1764312094930,4.6792,6.1669,10.7868,-0.6817,-0.343,-0.5224
1764312094940,0.5103,4.3848,9.6832,-0.5351,1.2587,-0.5024
1764312094950,0.5103,4.3848,9.6832,-0.5351,1.2587,-0.5024
1764312094960,-1.7791,4.5069,5.4927,-0.7807,2.5348,0.0793
1764312094970,-1.7791,4.5069,5.4927,-0.7807,2.5348,0.0793
1764312094980,-1.7791,4.5069,5.4927,-0.8903,0.9893,0.8383
1764312094990,-1.7791,4.5069,5.4927,-0.8903,0.9893,0.8383
